trans_id,account_id,trans_date,trans_type,operation,amount,balance,k_symbol,bank,account
1747527,5927,545,2,4,14.6,30443.3,6,0,0
571552,1944,72,0,3,3000.0,21680.0,1,0,0
643101,2196,2159,2,4,14.6,20266.1,6,0,0
2382819,7857,495,2,1,137.0,54142.7,3,6,92092263
3556131,784,1460,0,0,168.9,50202.9,7,0,0
115038,389,1221,2,1,884.0,20646.2,5,6,8779210
176417,595,1733,2,4,14.6,68983.4,6,0,0
647265,2213,2134,0,3,9410.0,40315.1,1,0,0
173055,580,1641,2,4,14.6,25900.2,6,0,0
3610066,2423,1976,0,0,63.3,16340.1,7,0,0
1223811,4190,1300,2,4,1800.0,34945.4,1,0,0
3542955,375,1733,0,0,94.8,23628.8,7,0,0
301811,1026,1884,2,4,14.6,58728.1,6,0,0
2102790,7123,703,2,1,14581.0,53684.2,5,6,42013669
133917,449,1162,0,2,4456.0,20914.1,2,5,8272439
546455,1860,2020,0,2,3255.0,16631.3,1,7,61854898
914348,3116,1588,0,3,17758.0,55136.8,1,0,0
995920,3399,1898,2,1,261.0,31528.2,3,12,61551862
110245,372,1764,2,4,14.6,26459.2,6,0,0
158637,531,1338,2,4,14.6,16296.9,6,0,0
1584380,5387,1226,0,3,10051.0,35634.9,1,0,0
643928,2199,1715,0,2,3747.0,14005.6,1,5,18111872
1211163,4144,1683,2,1,8753.0,37803.1,5,12,44854801
912506,3111,1474,2,4,1320.0,59302.4,1,0,0
1113800,3804,1460,2,4,14.6,40233.6,6,0,0
120608,404,1850,2,5,2700.0,50677.9,1,0,0
33210,107,1014,2,1,2015.0,22587.5,5,5,67744958
155158,519,1035,2,4,5100.0,24400.8,1,0,0
5397,22,2037,2,4,14.6,25999.5,6,0,0
37901,123,520,0,2,4843.0,19891.1,2,1,58944725
1039386,3554,1125,2,4,14.6,66599.7,6,0,0
369005,1254,1746,0,3,14300.0,38322.0,1,0,0
980087,3344,1595,0,3,1000.0,1000.0,1,0,0
86496,289,1460,2,4,10700.0,41033.2,1,0,0
1052815,3601,1046,0,2,5827.0,29835.0,2,2,74661642
3475032,8405,1399,0,0,139.4,27023.5,7,0,0
433866,1475,1920,0,2,20551.0,53205.0,1,10,33492565
803360,2738,1714,2,1,1152.0,30094.1,0,13,48380392
1535076,5228,1282,1,4,24360.0,46220.4,1,0,0
910855,3104,1794,2,4,14.6,36458.0,6,0,0
1519718,5181,1888,0,3,19697.0,69192.7,1,0,0
873943,2976,2136,2,4,8600.0,21832.3,1,0,0
142944,478,2129,2,4,14.6,58693.5,6,0,0
749550,2555,371,2,4,2240.0,28351.4,1,0,0
3546830,489,1307,0,0,146.7,26151.2,7,0,0
673988,2302,1902,2,4,9100.0,25690.4,1,0,0
780996,2663,1200,2,4,2560.0,20848.7,1,0,0
688172,2350,1771,2,1,575.0,76383.2,5,6,56521683
114189,385,379,2,4,210.0,18912.3,1,0,0
3536232,173,1580,0,0,106.0,20312.8,7,0,0
3604383,2245,1611,0,0,129.8,33600.2,7,0,0
855434,2915,1439,0,2,71974.0,127766.6,1,2,9798497
298881,1018,663,2,4,3100.0,23235.3,1,0,0
3414782,11333,1860,2,4,3700.0,56539.6,1,0,0
499594,1701,1751,2,4,35100.0,52947.5,1,0,0
192584,653,1884,2,4,14.6,35199.5,6,0,0
544687,1852,1744,0,2,3299.0,22182.3,1,10,77745967
179651,608,1235,2,4,100.0,22795.1,1,0,0
3464604,3036,1185,0,0,87.0,21709.4,7,0,0
3664612,4424,2068,0,0,226.0,58282.3,7,0,0
1818147,6158,1738,2,4,13600.0,28894.1,1,0,0
1076383,3677,1581,2,4,1110.0,12730.5,1,0,0
695749,2379,859,0,3,5072.0,26344.3,1,0,0
495747,1690,1467,0,2,6736.0,29209.4,2,6,65835118
25959,85,2172,2,4,3840.0,51795.5,1,0,0
594126,2023,1199,2,1,1687.0,35536.2,5,2,12073362
1071661,3661,2016,2,1,3310.0,20712.4,5,8,83624249
833988,2839,1502,2,1,4885.0,41826.9,0,6,46831309
519578,1774,1531,0,2,3255.0,14554.5,1,3,99007290
1090928,3729,1042,2,1,2941.0,22476.8,5,8,52811223
68788,228,1530,2,4,17300.0,15504.0,1,0,0
3632323,3080,1825,0,0,70.3,17671.4,7,0,0
351298,1193,1089,2,4,4100.0,30283.3,1,0,0
133928,449,1499,0,2,4456.0,17928.3,2,5,8272439
756545,2581,1209,2,4,9900.0,45527.6,1,0,0
1107132,3781,1002,2,4,14.6,54888.5,6,0,0
780960,2663,1432,2,4,900.0,29995.3,1,0,0
965955,3291,1733,2,4,14.6,25983.5,6,0,0
1088054,3717,1580,2,4,14.6,25512.7,6,0,0
1633670,5541,2136,2,1,648.0,61861.9,0,9,48447573
24010,79,1746,2,1,2788.0,19957.6,5,2,15471804
3463140,2675,1856,0,0,63.4,15380.2,7,0,0
1777964,6030,1733,2,4,14.6,87089.3,6,0,0
253103,866,395,2,4,14.6,27719.3,6,0,0
1045355,3575,1229,2,1,5070.0,40200.9,5,5,97652846
816001,2779,1345,2,1,34.0,48803.1,0,9,69750815
1015217,3470,2044,2,1,2492.0,34441.2,5,3,60161107
454012,1542,2098,2,4,14.6,29614.1,6,0,0
208943,709,1794,2,4,14.6,81676.6,6,0,0
349877,1188,1898,2,4,2400.0,23960.5,1,0,0
3535279,148,1276,0,0,58.3,14949.0,7,0,0
3634821,3157,364,0,0,27.8,25593.9,7,0,0
1267659,4336,1755,0,3,7366.0,76237.7,1,0,0
781875,2665,346,2,4,10000.0,32958.9,1,0,0
1225242,4195,569,0,3,20073.0,86270.5,1,0,0
6795,26,1246,2,4,14.6,22434.2,6,0,0
3580079,1508,1884,0,0,22.1,5410.5,7,0,0
3382299,11231,1496,0,3,900.0,900.0,1,0,0
369589,1256,2068,2,4,14.6,27630.0,6,0,0
1414910,4825,519,0,3,1000.0,1000.0,1,0,0
233399,793,902,2,4,2400.0,27499.8,1,0,0
913777,3113,1457,2,4,36500.0,58464.6,1,0,0
1035051,3539,1536,0,3,1500.0,80926.3,1,0,0
1018216,3479,1373,0,3,13734.0,48055.9,1,0,0
392793,1335,1352,2,4,1680.0,33746.2,1,0,0
902879,3076,1619,2,4,3850.0,17055.5,1,0,0
2286801,7542,2141,2,1,9847.0,46536.5,8,2,1739269
3498313,8261,1154,0,0,76.7,23984.3,7,0,0
3552824,679,1825,0,0,178.2,42569.0,7,0,0
158112,528,2098,2,4,14.6,15463.2,6,0,0
1155971,3955,1046,2,1,4129.0,31212.9,5,3,9654927
186691,632,1485,2,4,600.0,12916.1,1,0,0
886735,3023,1778,0,2,6121.0,12956.8,2,13,12768662
3580787,1530,2190,0,0,74.6,18119.3,7,0,0
245933,844,1894,2,1,12531.0,30853.6,0,4,24649799
745828,2545,1894,2,1,671.0,19782.0,0,10,28254646
973283,3316,423,2,4,14.6,33720.0,6,0,0
132282,443,454,2,4,14.6,20839.1,6,0,0
806733,2749,1908,0,3,15997.0,92034.6,1,0,0
704847,2414,1655,0,2,2949.0,16878.0,1,4,94407939
257048,882,247,2,4,5640.0,29515.4,1,0,0
432684,1470,711,2,4,1800.0,50765.1,1,0,0
446990,1518,719,2,4,1200.0,51989.0,1,0,0
307497,1048,1215,2,4,14.6,18127.9,6,0,0
24376,81,1986,0,2,3084.0,29066.2,1,13,10088116
3629087,2978,849,0,0,136.0,34107.1,7,0,0
1575963,5357,2096,2,4,8800.0,73248.2,1,0,0
319931,1093,1345,0,2,48137.0,61720.2,1,9,19132757
2044842,6930,1002,2,4,14.6,39410.8,6,0,0
69402,231,1827,2,4,570.0,18156.7,1,0,0
3641739,3364,2129,0,0,290.8,72407.5,7,0,0
141709,474,2172,0,2,3451.0,35029.2,1,3,1879376
424822,1442,607,2,4,14.6,33408.5,6,0,0
3631463,3053,1215,0,0,184.9,45197.4,7,0,0
1053162,3602,1804,2,5,3000.0,84137.7,1,0,0
614812,2096,1951,2,1,5441.0,29455.2,0,11,38005286
717104,2456,1945,2,4,14.6,56384.8,6,0,0
917172,3127,2164,2,1,7334.0,38262.9,5,13,63558506
852076,2903,1043,2,4,11700.0,36492.6,1,0,0
3382363,11231,1925,2,1,9783.0,9937.6,5,1,4824811
637303,2176,1190,2,1,1085.0,46686.2,5,6,62845337
970231,3306,535,2,4,8700.0,36219.1,1,0,0
814349,2772,1739,2,1,7594.0,29632.4,5,10,65062320
3202810,10630,1014,2,1,8260.0,19476.8,8,8,6516325
924852,3152,1586,0,3,11922.0,33032.3,1,0,0
400943,1366,1434,0,3,11439.0,33745.7,1,0,0
992542,3386,1641,2,4,14.6,45804.0,6,0,0
1070724,3657,2166,2,1,1533.0,33884.7,5,1,71329426
1331720,4550,1957,2,1,1022.0,29191.0,8,12,30900681
5314,22,1823,2,4,2800.0,57481.5,1,0,0
1144451,3915,369,0,3,23131.0,66001.8,1,0,0
680150,2322,1589,0,3,46455.0,89531.3,1,0,0
912860,3112,2136,2,1,1468.0,102330.5,5,8,66618603
417706,1416,1542,0,3,5500.0,11616.7,1,0,0
256947,882,768,2,1,3306.0,17244.4,5,2,5837190
1020905,3486,1351,0,2,4264.0,31529.5,2,6,24160820
747212,2549,744,2,4,2160.0,25983.4,1,0,0
23978,79,1868,0,2,4182.0,21437.6,2,8,79930013
503486,1717,1838,0,2,6558.0,14035.0,2,13,24717146
577744,1967,1450,0,3,45847.0,57409.5,1,0,0
175030,588,972,2,4,900.0,28415.2,1,0,0
696795,2382,1580,2,4,14.6,20309.9,6,0,0
273114,935,1653,2,1,2118.0,15795.8,1,8,14574545
1004712,3429,2165,2,1,538.0,42383.9,5,11,41107934
1266261,4330,1989,2,1,4140.0,21361.9,5,2,5012721
2586565,8547,2037,2,4,30.0,30199.7,6,0,0
499844,1702,1185,2,4,14.6,22922.6,6,0,0
251621,862,1649,2,4,30500.0,80170.6,1,0,0
223531,760,1794,2,4,14.6,24205.2,6,0,0
3565608,1064,2190,0,0,104.9,24467.9,7,0,0
3550529,608,2190,0,0,96.4,23776.8,7,0,0
819646,2790,1111,2,4,2100.0,41020.9,1,0,0
272186,931,1773,2,1,461.0,14797.8,3,6,13773954
2246990,7418,1501,0,2,15139.0,22239.1,1,8,29053187
3607027,2330,1519,0,0,87.6,21210.4,7,0,0
1075218,3674,1896,2,1,9503.0,35636.9,5,3,25279706
226722,772,2051,0,3,24009.0,82764.0,1,0,0
454631,1544,1884,2,4,14.6,27659.0,6,0,0
498258,1698,1477,2,4,3000.0,36513.2,1,0,0
937719,3199,1519,2,4,14.6,34929.8,6,0,0
905846,3087,2166,2,1,395.0,24199.7,1,7,59350305
356176,1207,889,0,3,28635.0,69431.6,1,0,0
769911,2627,1580,2,4,14.6,18817.0,6,0,0
953151,3250,1892,0,2,5690.0,18596.2,2,10,75094973
1424305,4852,1647,2,1,4794.0,16260.9,5,9,23212576
819891,2791,2106,2,1,3215.0,13744.3,5,4,13939756
111973,378,1563,2,1,1184.0,90570.4,0,1,85313254
867405,2953,1739,2,1,580.0,47125.8,5,7,9888029
870865,2966,1906,2,4,25900.0,73121.6,1,0,0
973109,3316,1710,0,3,15332.0,50261.1,1,0,0
1114067,3805,1470,2,4,12960.0,25345.6,1,0,0
237554,812,1999,2,4,2520.0,31728.3,1,0,0
1262811,4318,819,2,4,30.0,54043.5,6,0,0
427744,1453,1767,0,3,13577.0,77198.4,1,0,0
1009766,3449,2176,2,5,2200.0,51748.5,1,0,0
475292,1620,1800,2,1,1931.0,39387.0,5,10,23482644
761832,2600,1723,0,3,38017.0,116830.9,1,0,0
503497,1717,2172,0,2,6558.0,24372.3,2,13,24717146
307544,1048,1234,2,4,4000.0,16268.9,1,0,0
1164635,3989,1861,0,2,4016.0,30559.8,2,2,73123591
1781710,6040,868,2,4,2500.0,19504.9,1,0,0
771481,2632,2098,2,4,14.6,55318.3,6,0,0
546954,1861,1892,2,4,6000.0,71974.0,1,0,0
629600,2149,1580,2,4,14.6,20251.1,6,0,0
1245339,4260,1831,0,2,24453.0,59248.7,1,5,35805535
3566302,1086,2006,0,0,80.0,19528.0,7,0,0
854182,2911,1145,2,4,4600.0,20755.0,1,0,0
847362,2885,1884,2,4,14.6,53100.9,6,0,0
757767,2584,427,2,4,3120.0,14678.0,1,0,0
992796,3387,1764,2,4,30.0,63783.7,6,0,0
3459833,170,1460,0,0,198.5,47311.2,7,0,0
339835,1153,1929,0,3,12012.0,45473.6,1,0,0
717734,2458,643,2,4,2100.0,43402.3,1,0,0
128354,430,1244,0,3,1200.0,32239.8,1,0,0
642391,2193,1505,0,3,5721.0,33947.0,1,0,0
2442367,8051,703,0,2,39060.0,64413.9,1,6,35675579
674197,2303,1703,2,4,14.6,39805.4,6,0,0
394536,1341,2076,2,1,2098.0,15617.4,1,7,57686775
651411,2226,1592,2,4,11700.0,37877.1,1,0,0
3626233,2894,1550,0,0,252.8,54815.1,7,0,0
3652622,3701,698,0,0,111.4,28303.8,7,0,0
663798,2267,1105,2,1,3143.0,45471.6,5,6,57657045
608436,2070,328,2,4,2000.0,30731.9,1,0,0
97134,332,2134,2,1,2385.0,23221.9,5,7,6061673
2108415,7136,2058,0,3,7000.0,47984.0,1,0,0
1094310,3741,2045,0,3,900.0,26040.5,1,0,0
707306,2423,1837,0,2,5671.0,17645.0,2,11,2074182
3564190,1018,272,0,0,133.0,32684.9,7,0,0
900266,3068,774,0,2,6193.0,23611.2,2,13,23076516
164074,548,1368,2,4,14.6,25199.0,6,0,0
80864,271,1560,2,4,3800.0,30883.5,1,0,0
580187,1975,1776,0,3,14212.0,42852.2,1,0,0
828971,2823,1348,2,1,2210.0,17885.7,1,4,22294932
161336,540,468,2,4,4900.0,26616.4,1,0,0
1155949,3955,377,2,1,4129.0,21679.3,5,3,9654927
24183,80,1503,2,1,2252.0,11826.6,1,5,85687774
748823,2553,1114,2,4,100.0,18791.6,1,0,0
1596309,5422,1919,0,3,14500.0,26003.8,1,0,0
867951,2956,1713,0,3,14501.0,48710.7,1,0,0
602947,2052,1591,2,1,263.0,51047.9,3,8,20428276
140776,471,1620,2,1,4695.0,31822.8,5,10,26110238
390538,1328,1703,2,4,14.6,46314.4,6,0,0
114035,385,435,2,1,31.0,21684.7,0,10,91164779
3464836,3139,2159,0,0,130.2,16464.8,7,0,0
564411,1920,1943,0,3,2200.0,38842.2,1,0,0
177600,600,2018,0,3,16997.0,48820.1,1,0,0
918820,3132,1741,2,1,13.0,11391.3,3,8,68989574
1575925,5357,956,2,4,1500.0,31283.5,1,0,0
692639,2367,1047,2,1,3678.0,42399.6,0,6,61017304
784596,2673,398,0,3,6400.0,19743.2,1,0,0
1141140,3901,1849,2,4,1400.0,61543.8,1,0,0
860846,2932,1117,2,4,4500.0,47639.4,1,0,0
3461704,2265,1915,0,0,239.3,62435.9,7,0,0
3317766,11021,1045,2,1,7040.7,43116.7,8,6,1485199
1365895,4660,1983,2,1,475.0,24644.3,0,11,85081994
626338,2139,1863,2,1,6275.0,21423.5,3,7,30308371
1304962,4456,1828,2,4,8100.0,51233.2,1,0,0
2722110,9006,1539,2,4,12900.0,25647.9,1,0,0
971124,3309,2172,2,1,2991.0,31943.2,0,3,46898156
1114190,3805,637,2,4,5900.0,35267.9,1,0,0
1243826,4255,1260,0,2,51645.0,126338.9,1,8,60737144
3525751,10911,1611,0,0,167.9,25394.3,7,0,0
3680651,7180,2159,0,0,282.9,72161.7,7,0,0
548023,1865,668,2,4,14.6,26952.7,6,0,0
2834075,9377,1019,0,3,12500.0,12900.0,1,0,0
611859,2084,1743,2,1,4554.0,40782.4,5,13,30369031
21579,71,1375,2,1,778.0,40932.4,0,9,34794885
1306898,4462,1900,0,3,9400.0,7489.8,1,0,0
662206,2260,2170,2,4,2880.0,-10704.7,1,0,0
408272,1390,2012,2,1,6147.0,24218.3,0,3,43511337
3682507,7418,1884,0,0,5.8,2778.8,7,0,0
3088174,10243,2136,0,3,33210.0,138293.2,1,0,0
1159004,3969,1745,0,3,17516.0,35926.1,1,0,0
296032,1010,1464,1,4,6587.0,40001.9,1,0,0
880587,3000,1185,2,4,2760.0,31634.9,1,0,0
44892,150,1224,2,4,4500.0,36313.0,1,0,0
45271,151,2149,2,4,1200.0,22551.8,1,0,0
3580807,1532,1976,0,0,253.0,62661.0,7,0,0
1635400,5546,1591,0,2,25369.0,50465.6,1,6,72397291
560073,1905,1900,2,4,4900.0,26998.1,1,0,0
3664357,4413,1672,0,0,172.9,24495.3,7,0,0
2476010,8169,1745,2,1,1633.0,7802.7,8,5,33620470
1580544,5372,1460,2,4,14.6,70253.6,6,0,0
333895,1135,1092,2,4,1100.0,19835.0,1,0,0
3331763,11065,637,2,4,14.6,36253.9,6,0,0
3630229,3016,1915,0,0,118.8,28601.7,7,0,0
1160147,3972,1841,2,5,1600.0,52040.9,1,0,0
324053,1106,2100,0,3,14900.0,9061.2,1,0,0
733755,2508,1831,0,2,4271.0,21981.0,2,2,12963879
414240,1408,1484,2,4,3600.0,68680.6,1,0,0
58725,196,576,2,4,3500.0,28476.3,1,0,0
3638820,3269,1915,0,0,328.8,79899.4,7,0,0
451342,1534,803,2,4,2200.0,22853.2,1,0,0
2572430,8492,1472,2,1,1431.0,38831.2,8,3,88451617
1147988,3926,1218,2,4,1000.0,35024.0,1,0,0
3055571,10131,1858,2,4,6500.0,55883.2,1,0,0
308976,1053,736,2,1,1043.0,23202.5,5,13,8172607
758605,2588,1130,0,3,17531.0,42473.6,1,0,0
371802,1267,1528,0,3,19155.0,51816.4,1,0,0
533920,1819,1516,0,3,18873.0,51763.4,1,0,0
497548,1695,2037,2,4,14.6,90573.8,6,0,0
2648809,8759,1850,0,3,21800.0,36512.3,1,0,0
755409,2577,1561,2,1,3347.0,20038.9,5,9,745589
905273,3086,1071,0,3,31617.0,78135.5,1,0,0
29582,96,1985,2,4,39600.0,43205.0,1,0,0
3658363,3871,1915,0,0,150.0,37675.8,7,0,0
705541,2417,497,2,1,1319.0,23853.9,5,13,83809387
831986,2833,1307,2,4,14.6,18153.5,6,0,0
1899823,6434,1680,2,1,4891.0,77945.0,5,3,10144585
1150254,3935,1406,2,1,5908.0,47840.8,0,4,11549193
3253617,10807,1611,2,4,14.6,19925.5,6,0,0
371093,1263,1818,2,4,7500.0,40949.9,1,0,0
6343,25,1772,2,1,164.0,90253.7,3,12,52864879
3590433,1821,1429,0,0,108.7,23223.7,7,0,0
3572501,1277,1519,0,0,72.5,18648.3,7,0,0
735667,2513,1745,0,2,3983.0,18882.8,1,5,20867938
803709,2739,1738,0,3,6881.0,23788.1,1,0,0
3292386,10940,2175,2,4,4700.0,59500.4,1,0,0
1579095,5369,731,2,4,1200.0,30386.6,1,0,0
2383433,7859,2050,0,2,36061.0,87387.4,1,6,48783159
3617213,2621,1764,0,0,66.3,14124.4,7,0,0
409136,1393,1801,2,1,5254.0,36618.4,5,5,81478815
3663341,4245,1002,0,0,168.0,38134.7,7,0,0
1298951,4434,2159,2,4,14.6,98583.5,6,0,0
3492526,7795,941,0,0,328.1,101763.7,7,0,0
1613075,5477,1966,2,4,36300.0,74540.2,1,0,0
879685,2996,1320,2,1,402.0,51447.4,0,3,27229410
1125997,3846,1986,2,1,2016.0,15702.5,1,4,312638
651854,2227,1256,2,4,11000.0,52256.5,1,0,0
23987,79,2141,0,2,4182.0,26000.5,2,8,79930013
623544,2127,2068,2,4,14.6,12934.0,6,0,0
591263,2011,1825,2,4,14.6,22624.2,6,0,0
432011,1468,1835,2,1,439.0,22758.6,1,1,25955593
3493757,7894,1733,0,0,230.9,86238.3,7,0,0
844849,2876,1550,2,4,14.6,42526.0,6,0,0
1293299,4418,1181,2,4,2640.0,18579.6,1,0,0
840289,2861,1381,2,1,2613.0,31004.7,5,4,70139986
107367,365,1435,0,2,26490.0,42762.7,1,4,49404096
1544893,5256,910,2,4,100.0,25333.4,6,0,0
360730,1225,1919,2,4,4920.0,50870.1,1,0,0
716478,2454,1325,0,3,1200.0,20883.8,1,0,0
2780648,9203,2012,2,4,15300.0,73749.9,5,0,0
1045797,3576,889,2,1,455.0,20461.7,0,5,62933295
1026569,3505,637,2,4,14.6,36881.5,6,0,0
1079830,3687,549,2,4,7500.0,35665.7,1,0,0
949768,3237,1834,0,3,3800.0,40973.1,1,0,0
127323,427,1928,2,1,8166.0,75687.0,5,2,43451237
1363118,4650,1491,2,4,14.6,2473.4,6,0,0
451781,1535,978,0,3,1000.0,36291.3,1,0,0
650697,2223,1620,0,2,4396.0,21864.8,2,2,18973642
999779,3413,1375,2,1,139.0,63622.8,0,6,48610538
181372,616,1525,2,1,1869.0,11701.8,5,8,38012558
1777961,6030,1641,2,4,14.6,70978.8,6,0,0
424827,1442,760,2,4,14.6,20802.8,6,0,0
696194,2379,939,2,4,1100.0,18093.8,1,0,0
3616823,2613,576,0,0,45.6,11802.9,7,0,0
808937,2757,2047,0,2,3116.0,20284.2,1,11,74053579
447108,1518,1399,2,4,14.6,92981.3,6,0,0
2268734,7487,1546,0,3,40129.0,58739.9,1,0,0
1486117,5065,1902,0,3,27059.0,87352.4,1,0,0
2464427,8127,1820,0,3,5500.0,56848.4,1,0,0
3344710,11111,186,0,3,38098.0,123863.4,1,0,0
1085334,3708,2172,0,3,300.0,40109.2,1,0,0
726660,2486,619,2,1,2043.0,74423.6,8,8,68277156
3629596,2991,1368,0,0,129.6,33108.8,7,0,0
3613634,2519,364,0,0,118.4,28119.3,7,0,0
280133,959,1778,2,4,2500.0,13307.2,1,0,0
2699973,8934,1154,2,4,14.6,7923.7,6,0,0
425607,1445,1530,0,3,3800.0,28081.9,1,0,0
2242892,7401,1130,2,1,7266.0,14710.6,5,9,13943797
891806,3039,1429,2,4,14.6,34894.9,6,0,0
3644571,3465,637,0,0,139.8,33788.2,7,0,0
2733234,9041,1002,2,4,14.6,46242.2,6,0,0
1974141,6688,1594,2,1,1282.0,33473.8,0,8,24286341
1149486,3932,2042,0,2,6957.0,22209.9,2,4,10323864
298907,1018,2073,0,3,1300.0,18472.6,1,0,0
814429,2772,1976,2,4,14.6,52576.3,6,0,0
620449,2119,2033,2,4,5040.0,29834.9,1,0,0
952901,3249,1890,0,3,20662.0,54301.4,1,0,0
584712,1990,1621,2,1,2168.0,19085.4,1,12,24609065
530720,1809,2138,2,1,6860.0,80176.0,3,12,80008905
415934,1412,1986,2,1,1773.0,27615.9,0,7,65591120
457452,1554,1246,2,4,14.6,56759.9,6,0,0
861816,2934,1788,2,5,2100.0,71492.5,1,0,0
97312,333,1865,0,2,2998.0,16983.3,1,11,20351964
3533295,83,910,0,0,133.1,32898.5,7,0,0
892040,3040,2128,2,4,1230.0,20301.8,1,0,0
731488,2500,2103,2,4,1150.0,23930.0,1,0,0
944152,3220,1005,2,4,14700.0,47944.5,1,0,0
1046969,3580,2181,2,5,2200.0,92794.0,1,0,0
748726,2553,1469,2,4,13600.0,27600.8,1,0,0
564666,1922,1403,2,4,4080.0,65153.1,1,0,0
20487,68,1069,2,1,137.0,43379.5,3,10,34692824
496359,1692,1168,2,4,10100.0,4398.8,5,0,0
411017,1399,1625,2,4,2500.0,36894.7,1,0,0
283057,971,1774,0,3,700.0,33783.1,1,0,0
529876,1806,953,2,1,2552.0,21068.5,5,11,84037089
361451,1228,1228,0,2,5096.0,29880.6,2,4,5761027
351297,1193,1059,2,4,3800.0,24155.9,1,0,0
2384017,7861,1649,2,1,8400.0,53678.2,5,4,21743178
1083659,3701,589,2,1,2844.0,22772.6,5,7,4635501
736966,2517,1859,2,4,18400.0,35639.3,1,0,0
3542340,356,1856,0,0,271.9,65469.9,7,0,0
1982495,6715,454,2,4,30.0,29770.9,6,0,0
3654479,3755,1399,0,0,369.2,53913.1,7,0,0
3590623,1825,1519,0,0,138.1,31187.4,7,0,0
2524914,8330,399,2,4,300.0,32830.9,1,0,0
555538,1891,643,2,1,293.0,25182.9,3,5,13493419
1048104,3584,1794,2,4,14.6,48723.4,6,0,0
900873,3069,1611,2,4,14.6,67716.9,6,0,0
19738,66,1986,2,4,13500.0,46564.2,1,0,0
3631054,3042,1246,0,0,141.5,35571.0,7,0,0
1011569,3457,1710,0,2,4194.0,21347.4,2,7,82948666
881602,3003,960,2,4,6600.0,36746.6,1,0,0
3461842,2314,1519,0,0,176.1,43551.8,7,0,0
680635,2323,891,0,3,33584.0,58337.0,1,0,0
571584,1944,1032,2,4,10000.0,33934.8,1,0,0
443994,1510,1443,0,3,31057.5,57299.4,1,0,0
140149,469,1841,2,4,2280.0,15528.0,1,0,0
751795,2565,2023,0,3,1700.0,59126.8,1,0,0
766836,2618,1519,2,4,14.6,17575.0,6,0,0
414242,1408,1838,2,5,5700.0,81055.1,1,0,0
433646,1474,1617,0,2,4043.0,24199.6,2,3,46455472
508494,1739,2139,0,3,21336.0,38006.7,1,0,0
741187,2530,1769,2,1,99.0,26259.5,5,6,33356398
3565789,1071,1276,0,0,110.6,29071.3,7,0,0
