trans_id,account_id,trans_date,trans_type,operation,amount,balance,k_symbol,bank,account
706371,2419,1986,2,4,80100.0,31394.0,1,0,0
3524222,10762,1519,0,0,150.3,35261.9,7,0,0
290486,995,1406,2,1,143.0,19947.3,0,4,80483859
105412,359,1744,2,1,3544.0,18666.3,5,11,86209541
3656887,3826,1733,0,0,178.4,38105.5,7,0,0
241475,825,1862,2,4,4500.0,15749.8,1,0,0
871130,2967,1682,2,4,2600.0,26788.5,1,0,0
497104,1694,1050,2,4,6200.0,44494.7,1,0,0
546396,1859,1967,2,4,6700.0,13305.5,1,0,0
1034351,3536,1825,2,4,14.6,16537.3,6,0,0
570521,1941,484,2,4,14.6,41782.7,6,0,0
335661,1141,1915,2,4,14.6,19131.7,6,0,0
862871,2938,1863,2,1,2288.0,90266.3,0,1,20103186
3452096,5428,2190,0,0,340.3,94419.9,7,0,0
1127731,3852,1951,2,1,3144.0,21638.1,0,2,24416232
697405,2384,1884,2,4,14.6,69617.2,6,0,0
1272778,4352,1655,2,4,13700.0,35493.2,1,0,0
1272074,4350,1307,2,4,14.6,69358.4,6,0,0
3620180,2712,849,0,0,101.4,25052.3,7,0,0
986949,3366,1519,2,4,14.6,36123.4,6,0,0
1250387,4276,1116,2,4,6300.0,47036.7,1,0,0
258089,884,1915,2,4,14.6,26599.6,6,0,0
1118164,3820,1808,2,1,8054.0,69727.8,5,11,41454017
2655865,8784,1774,2,4,21500.0,41245.5,1,0,0
987050,3367,346,0,3,33912.0,72315.2,1,0,0
3543977,406,2006,0,0,80.2,14864.6,7,0,0
520093,1775,1977,2,4,9500.0,16760.6,1,0,0
562925,1915,1988,2,1,4052.0,25732.9,5,3,85960626
2370315,7815,1818,0,3,5800.0,49966.6,1,0,0
2628103,8688,2051,2,4,9800.0,45045.7,1,0,0
870266,2963,2165,2,1,5101.0,37762.5,5,5,31752610
659352,2250,1976,2,4,14.6,60913.5,6,0,0
3523082,10652,2037,0,0,135.6,27600.8,7,0,0
553787,1885,1994,0,3,1900.0,31035.5,1,0,0
2963799,9814,1858,2,4,22700.0,80544.1,1,0,0
398091,1354,1803,0,2,4620.0,22228.0,2,13,35735094
1040277,3557,1840,2,4,330.0,21972.5,1,0,0
2847145,9422,1743,2,1,107.0,28712.4,5,10,30643040
433376,1472,1020,2,4,2000.0,32584.9,1,0,0
3654331,3751,1794,0,0,120.9,32660.1,7,0,0
987160,3367,1504,2,1,904.0,103093.2,5,6,62753373
478107,1629,2139,2,1,3137.0,28102.3,5,12,6837058
3447531,1952,1915,0,0,153.2,38617.3,7,0,0
168541,563,2098,2,4,900.0,17582.1,1,0,0
3585802,1683,1945,0,0,98.7,20855.3,7,0,0
590932,2011,768,2,1,1726.0,14349.6,5,13,51488196
669747,2285,1580,2,4,14.6,20441.4,6,0,0
453622,1540,1987,2,4,2500.0,80540.9,1,0,0
918970,3132,2060,2,4,2400.0,23541.3,1,0,0
265153,905,2015,2,1,53.0,21380.3,3,6,13783419
236795,809,1773,0,3,19618.0,27602.6,1,0,0
122008,409,1467,2,4,4800.0,29379.8,1,0,0
2286684,7542,1870,0,3,10609.0,43078.5,1,0,0
1114088,3805,1472,2,4,2160.0,23185.6,1,0,0
3594620,1938,2006,0,0,133.1,26539.8,7,0,0
574518,1956,1708,0,3,7012.0,43919.9,1,0,0
212579,721,732,2,4,540.0,23700.8,1,0,0
130507,437,396,2,4,11100.0,37398.1,1,0,0
2968984,9833,799,2,1,6531.0,68645.6,5,10,35473787
920902,3137,1564,2,4,23400.0,50942.3,1,0,0
569417,1938,985,2,1,6646.0,62512.4,5,5,28358316
708340,2425,1215,2,4,14.6,33105.3,6,0,0
1015522,3472,1803,2,1,9623.0,72064.1,5,12,49463623
3632525,3088,1641,0,0,216.2,41492.0,7,0,0
1044329,3571,888,2,1,3224.0,27198.2,5,10,3029764
285355,979,1856,2,4,14.6,23213.4,6,0,0
3466268,3532,1399,0,0,130.9,32631.6,7,0,0
1784357,6051,430,0,3,4987.0,22466.5,1,0,0
3601123,2146,454,0,0,217.0,52785.3,7,0,0
3654689,3760,729,0,0,235.9,49443.1,7,0,0
951672,3244,1708,2,1,219.0,20439.8,0,3,55354916
134388,450,1550,2,4,14.6,11313.8,6,0,0
3578180,1451,1154,0,0,113.2,28560.4,7,0,0
3625654,2878,1825,0,0,77.7,17198.9,7,0,0
1047481,3582,1923,2,1,1961.0,22132.9,5,7,35781991
162659,543,969,2,4,1020.0,19073.7,1,0,0
474618,1617,386,2,4,800.0,25524.4,1,0,0
763609,2608,1440,0,3,12858.0,37440.0,1,0,0
2906787,9627,729,2,4,100.0,51604.4,6,0,0
3594621,1938,2037,0,0,184.0,45813.1,7,0,0
523244,1786,1500,0,3,17874.0,59261.6,1,0,0
446143,1515,1109,2,4,7800.0,60085.6,1,0,0
167290,559,663,2,4,300.0,29159.0,1,0,0
553822,1885,1661,2,4,1450.0,19243.2,1,0,0
2042254,6922,1997,2,4,5700.0,39373.8,1,0,0
538715,1832,2019,0,2,20721.0,45018.3,1,2,85709470
521725,1780,880,2,4,14.6,50644.3,6,0,0
147929,494,1519,2,4,14.6,29330.4,6,0,0
653438,2234,1893,2,1,811.0,23230.2,3,11,95181035
2653459,8776,979,0,3,13464.0,58298.7,1,0,0
3036244,10065,1484,2,4,17200.0,76169.4,1,0,0
589805,2008,394,2,4,2040.0,18236.1,1,0,0
2730134,9031,1805,0,3,5500.0,29481.6,1,0,0
165931,555,1162,2,1,7218.0,19237.1,5,10,6209928
1560436,5305,1641,2,4,14.6,47006.6,6,0,0
2121868,7184,1154,2,4,14.6,28826.5,6,0,0
2337577,7713,1870,2,4,8400.0,31401.9,1,0,0
3682118,5213,1703,0,0,165.2,44665.9,7,0,0
2005156,6792,2020,0,3,11793.0,41071.2,1,0,0
999051,3411,1685,0,3,13373.0,39992.6,1,0,0
3549212,561,1672,0,0,100.9,24660.2,7,0,0
92016,312,1832,0,3,11730.0,43683.4,1,0,0
2866381,9484,2141,0,3,8380.0,12525.2,1,0,0
179306,607,1487,2,4,2010.0,16663.7,1,0,0
150283,501,1623,2,1,4382.7,39568.0,8,6,79491948
472162,1606,1171,0,3,1100.0,1400.0,1,0,0
3654249,3750,1215,0,0,77.8,19296.1,7,0,0
26138,86,617,2,1,1002.0,19713.9,1,12,36292475
164553,550,1870,2,4,200.0,23520.0,1,0,0
1201047,4109,1550,2,4,14.6,45703.0,6,0,0
3575918,1385,2129,0,0,223.5,50972.8,7,0,0
851924,2903,1190,2,1,7826.0,34795.9,5,1,77294861
1604,6,2159,2,4,14.6,45209.9,6,0,0
847298,2885,1633,2,4,28800.0,37563.8,1,0,0
276925,947,2056,2,4,700.0,53342.9,1,0,0
259574,888,1576,2,4,2600.0,28437.1,1,0,0
704885,2414,1348,2,1,465.0,13813.6,5,3,6135642
77789,259,2164,2,1,297.0,22711.8,5,7,86616670
525368,1792,1611,2,4,14.6,22250.0,6,0,0
235438,803,1911,2,4,31300.0,29445.1,1,0,0
19850,67,1585,0,2,41490.0,67016.9,1,4,15195447
3459188,16,2068,0,0,77.8,17232.2,7,0,0
20319,68,1441,0,2,53336.0,101051.9,1,10,60952126
499985,1703,1952,0,2,5641.0,28273.2,2,2,10410821
841764,2865,950,2,1,2.0,47845.0,3,10,96803217
795304,2709,1945,2,4,14.6,16627.6,6,0,0
728799,2491,1455,2,4,4800.0,22277.2,1,0,0
3664981,4473,1976,0,0,243.9,50146.0,7,0,0
2912653,9645,1985,2,1,5183.0,77021.8,5,6,32246267
3439075,730,1154,0,0,228.8,96504.5,7,0,0
1096806,3748,682,2,1,308.0,19319.2,1,9,77061086
23256,76,1891,2,4,1200.0,22849.2,1,0,0
623409,2126,1920,2,4,26700.0,64796.2,1,0,0
390565,1328,1579,2,4,10800.0,34997.2,1,0,0
2464164,8127,887,2,1,8305.0,27625.4,5,5,10767406
945049,3222,1854,2,4,390.0,17446.0,1,0,0
3145988,10440,760,2,4,14.6,18756.2,6,0,0
714735,2445,1600,2,4,4400.0,18635.0,1,0,0
522896,1784,1976,2,4,14.6,41363.1,6,0,0
7057,27,885,2,1,4054.0,22337.4,5,2,28175699
684646,2336,218,0,3,10300.0,16593.0,1,0,0
2915304,9656,428,2,1,10721.0,13545.2,5,8,12446082
2415327,7965,1991,0,3,16300.0,43625.5,1,0,0
660519,2254,2068,2,4,14.6,98629.6,6,0,0
739786,2526,2006,2,4,14.6,18576.0,6,0,0
1001898,3419,1733,2,4,14.6,30069.8,6,0,0
1901454,6440,2148,0,3,15134.0,41600.2,1,0,0
1486573,5066,1604,0,3,45933.0,62156.8,1,0,0
1643713,5572,1952,2,1,11314.0,2492.5,5,6,53127735
120520,404,1192,2,1,3450.0,25818.9,0,12,36616319
3611605,2468,2006,0,0,101.3,24036.7,7,0,0
698911,2390,1399,2,4,14.6,88385.6,6,0,0
3636767,3219,1794,0,0,172.5,37921.6,7,0,0
1005900,3434,2162,2,4,1380.0,13487.6,1,0,0
975956,3326,1332,0,3,42060.0,102269.8,1,0,0
274750,941,1764,2,4,14.6,16010.2,6,0,0
1085433,3708,1550,2,4,14.6,29294.2,6,0,0
3463007,2665,607,0,0,132.6,31900.2,7,0,0
634204,2167,581,0,3,24368.0,60867.9,1,0,0
1145729,3918,1452,2,4,3900.0,18006.8,1,0,0
906210,3088,1413,2,4,2760.0,47298.6,1,0,0
576657,1964,1548,2,4,1760.0,22070.2,1,0,0
3651234,3664,1580,0,0,251.5,70170.7,7,0,0
848701,2890,1402,2,4,16100.0,24751.6,1,0,0
3444468,4995,1825,0,0,152.9,35004.7,7,0,0
3606936,2328,1641,0,0,223.5,52148.3,7,0,0
725300,2482,1119,2,4,4700.0,16935.7,1,0,0
28290,93,2129,2,4,14.6,25249.9,6,0,0
3676272,6425,211,0,0,153.3,38021.8,7,0,0
784311,2673,1068,0,3,18592.0,54872.2,1,0,0
3615099,2555,1794,0,0,288.3,68358.7,7,0,0
3660909,3954,1429,0,0,143.8,35864.4,7,0,0
2789456,9236,1111,2,4,1920.0,33823.7,1,0,0
848088,2888,1622,2,1,2087.0,19194.3,0,7,60675382
3674051,6040,364,0,0,192.3,42669.1,7,0,0
416668,1414,1221,0,3,15844.0,32960.6,1,0,0
151805,507,1488,2,4,2760.0,5340.3,1,0,0
281712,965,1196,2,4,3400.0,20339.6,1,0,0
995811,3399,1867,0,3,16890.0,32816.1,1,0,0
831386,2830,1846,2,4,1300.0,30555.6,1,0,0
3626606,2906,1703,0,0,121.4,30041.8,7,0,0
440336,1496,2159,2,4,14.6,19450.6,6,0,0
1028474,3512,1556,2,4,1700.0,25200.0,1,0,0
1018014,3478,1584,2,4,5160.0,20497.0,1,0,0
138194,462,733,2,4,13600.0,41558.1,1,0,0
2628003,8688,2114,2,4,6500.0,40091.6,1,0,0
3479477,9225,2129,0,0,297.3,69397.2,7,0,0
3657860,3855,1550,0,0,179.6,33874.1,7,0,0
571350,1944,644,2,1,6741.0,25326.2,5,8,38381874
819096,2789,557,2,1,2965.0,38623.9,5,12,94019633
1147200,3924,1503,2,1,3093.0,19246.9,5,6,47621411
1161231,3976,1804,2,1,1447.0,8946.4,0,10,8696937
1501738,5120,1957,2,1,6738.7,84079.8,8,7,4935771
447288,1519,1229,0,3,20890.0,70131.1,1,0,0
1004297,3427,1898,0,3,23673.0,64140.4,1,0,0
2820313,9337,892,2,1,2172.0,43156.5,8,2,56037777
806700,2749,1723,0,3,23372.0,116139.0,1,0,0
101012,345,1653,0,3,16431.0,49570.4,1,0,0
3550205,597,2129,0,0,108.0,25644.8,7,0,0
878800,2993,1452,2,4,2400.0,65647.2,1,0,0
3602998,2208,1733,0,0,17.9,10717.7,7,0,0
269884,925,2168,0,3,27750.0,79963.2,1,0,0
910802,3104,1803,2,1,2004.0,34454.0,5,8,58133125
1060404,3624,1094,2,4,30.0,15578.5,6,0,0
249327,856,2140,2,1,3625.0,46874.2,5,11,71847098
440164,1496,2134,2,1,6931.0,9454.7,5,1,4760909
3478072,9006,1580,0,0,84.6,23544.6,7,0,0
581358,1978,1443,2,1,356.0,74277.7,3,6,25988853
703757,2411,507,2,4,17800.0,46638.4,1,0,0
3567688,1127,1399,0,0,223.5,52100.8,7,0,0
3645083,3479,1368,0,0,157.9,36936.5,7,0,0
837387,2849,2140,2,1,2704.0,29994.3,5,11,46355319
236586,808,1868,2,1,4492.0,17561.5,8,9,95864551
3542303,355,1733,0,0,159.3,36258.3,7,0,0
361209,1227,1530,2,1,101.0,39565.5,0,4,57943856
1063674,3633,1707,0,3,1000.0,22387.4,1,0,0
3657235,3837,760,0,0,102.2,22160.7,7,0,0
605457,2061,1742,2,1,675.0,16665.5,0,8,78724276
581119,1978,741,2,1,5700.3,55325.2,8,6,82303452
127283,427,711,2,1,8166.0,67240.5,5,2,43451237
3447962,2305,1368,0,0,44.7,8864.6,7,0,0
1068575,3650,1900,2,4,3000.0,47997.0,1,0,0
600051,2042,1863,2,4,1700.0,11828.5,1,0,0
1298943,4434,1915,2,4,14.6,72211.5,6,0,0
3653502,3729,1063,0,0,78.0,15474.8,7,0,0
903002,3076,1611,2,4,14.6,20905.5,6,0,0
292469,1000,1805,2,4,12900.0,77225.0,1,0,0
448933,1527,1396,0,3,10898.0,108878.3,1,0,0
369417,1256,787,2,4,1800.0,26871.3,1,0,0
3660662,3945,1580,0,0,120.4,29378.1,7,0,0
3635272,3171,1154,0,0,63.9,15407.2,7,0,0
201312,684,1524,2,1,1936.0,12868.7,5,9,66230869
263776,902,339,0,3,11596.0,43025.0,1,0,0
3586045,1689,698,0,0,106.6,25639.9,7,0,0
1195307,4093,501,0,3,700.0,25536.9,1,0,0
1327811,4533,2146,0,3,36919.0,56462.0,1,0,0
3497949,8225,2037,0,0,55.5,12218.1,7,0,0
427555,1452,1491,2,4,14.6,49158.7,6,0,0
2699789,8934,2103,0,2,14918.0,28207.0,1,7,79855638
3547682,515,2068,0,0,70.7,17756.8,7,0,0
506462,1730,339,0,2,6689.0,30567.8,2,10,43294817
601968,2050,674,2,1,197.0,50360.5,3,12,44012415
326428,1115,885,2,1,2293.0,14937.9,5,8,13170951
24557,81,1733,2,4,14.6,20679.4,6,0,0
1137910,3889,1652,0,2,2910.0,4010.0,1,4,40256655
1118357,3820,1157,0,3,5200.0,40136.4,1,0,0
116527,393,1771,2,1,5920.0,22398.1,0,1,27135431
860740,2932,1410,2,1,7.0,84595.8,0,9,33505654
2908142,9633,1420,0,3,34246.0,73085.1,1,0,0
821158,2797,1990,2,4,38880.0,1233.2,1,0,0
3084969,10233,2079,0,2,23914.0,39086.5,1,12,83349090
1657548,5622,692,2,4,10800.0,83333.2,1,0,0
485624,1654,1491,2,4,14.6,21234.7,6,0,0
343745,1166,2016,0,2,18631.0,36128.4,1,4,41146189
1040661,3558,370,1,4,23751.0,22773.6,1,0,0
577533,1966,729,2,4,14.6,60987.2,6,0,0
3559881,894,1641,0,0,58.0,15674.2,7,0,0
3574113,1323,1550,0,0,176.9,45281.2,7,0,0
895111,3050,1357,2,4,14700.0,43951.2,1,0,0
3443117,1634,668,0,0,225.0,56172.9,7,0,0
390393,1328,1407,0,2,32498.0,70671.9,1,9,49388885
991653,3381,2133,2,4,5160.0,16280.0,1,0,0
764679,2612,1585,0,2,22595.0,22895.0,1,1,41621381
592337,2016,1955,2,1,741.0,26457.2,5,12,59047102
711694,2433,1953,2,4,1600.0,36874.6,1,0,0
3622387,2774,1703,0,0,68.1,17065.9,7,0,0
705538,2417,408,2,1,1319.0,19480.1,5,13,83809387
994067,3391,1776,2,1,813.0,69780.6,5,11,31342697
3577441,1429,849,0,0,82.3,18849.0,7,0,0
2397232,7907,1843,2,4,3900.0,49538.4,1,0,0
364697,1239,1098,2,4,2900.0,22643.6,1,0,0
84491,282,1984,2,1,7531.0,16755.6,5,4,6997305
3447348,1878,1580,0,0,279.1,106069.6,7,0,0
587201,1999,1225,2,1,2676.0,46599.3,5,3,51544994
1130492,3863,1112,2,4,10400.0,18567.3,1,0,0
3572519,1277,2068,0,0,86.8,17303.9,7,0,0
747069,2549,984,0,2,6345.0,40015.5,2,11,78077953
579183,1971,2104,2,1,6624.0,42271.9,5,4,27420634
3645583,3492,2006,0,0,231.1,43498.3,7,0,0
1247514,4266,1851,2,4,500.0,31664.8,1,0,0
885443,3017,1524,2,1,1173.0,14779.2,3,4,57924091
2777392,9192,1469,2,4,1600.0,39044.8,1,0,0
746656,2547,1713,2,1,5492.0,62197.1,5,6,21153784
771067,2632,950,0,3,14264.0,42088.5,1,0,0
223890,762,1988,2,1,3895.0,15313.4,5,4,26588875
942935,3216,1732,2,4,31500.0,42741.6,1,0,0
637308,2176,1343,2,1,1085.0,20688.4,5,6,62845337
657139,2245,941,2,4,14.6,44664.1,6,0,0
332611,1132,1485,2,4,3600.0,40857.9,1,0,0
1560365,5305,2110,2,1,5011.2,46923.5,8,7,81407129
971746,3310,1817,2,4,4000.0,13153.4,1,0,0
2075006,7033,1836,0,3,4101.0,4599.3,1,0,0
3600933,2140,849,0,0,107.2,26938.5,7,0,0
325745,1113,1830,2,1,3837.0,37564.7,5,2,6762576
432982,1471,1804,2,1,12.0,51001.8,0,13,17326855
347719,1179,758,2,4,880.0,15059.3,1,0,0
486499,1658,1469,2,4,690.0,25616.9,1,0,0
847603,2886,1005,2,4,900.0,22797.2,1,0,0
3649813,3623,1733,0,0,101.0,23111.3,7,0,0
716017,2452,1884,2,4,14.6,20632.0,6,0,0
1125066,3842,1798,2,4,500.0,29785.6,1,0,0
457323,1554,1440,2,1,6551.0,40822.0,5,8,93773585
241326,824,1655,2,4,1800.0,30019.6,1,0,0
334707,1137,2172,0,2,3182.0,21140.9,1,9,82249712
1549127,5270,792,2,4,17800.0,51610.3,1,0,0
3836,15,1234,2,4,12000.0,36452.0,1,0,0
3567132,1115,545,0,0,72.6,16978.2,7,0,0
848055,2888,1715,2,1,305.0,16608.4,5,2,40461963
1037094,3547,941,2,4,14.6,17453.8,6,0,0
3570342,1204,2190,0,0,341.4,82801.7,7,0,0
1108660,3786,1479,2,4,7200.0,50430.1,1,0,0
1485511,5063,1469,2,4,3000.0,30484.6,1,0,0
66544,221,1818,2,4,11600.0,38416.1,1,0,0
636773,2175,1046,1,4,14149.0,25959.0,1,0,0
251403,862,524,2,4,65100.0,39005.0,1,0,0
1007355,3440,1253,2,1,20.0,33070.3,3,7,47094911
441046,1499,554,0,3,5500.0,34289.9,1,0,0
3534855,129,2037,0,0,109.6,25485.4,7,0,0
355619,1205,801,0,2,5239.0,28555.3,2,4,26591027
587194,1999,1012,2,1,2676.0,52883.6,5,3,51544994
753086,2569,1343,2,1,1871.0,21807.3,0,5,14173150
434279,1476,978,0,2,6411.0,24751.8,2,4,63237541
1126301,3847,1047,2,4,5400.0,39380.5,1,0,0
1214510,4156,1769,0,3,45122.0,70706.3,1,0,0
3588920,1779,1764,0,0,354.8,81047.9,7,0,0
3440270,1032,1338,0,0,186.5,43425.0,7,0,0
2797942,9265,2017,2,4,3100.0,67494.8,1,0,0
604843,2059,1843,2,4,8000.0,29497.7,1,0,0
